Platform,Post Timestamp,Likes,Shares,Comments,Engagement Rate,post_content,description
LinkedIn,17:18.7,458,127,85,23.92,amazon inks day exclusivity deal bigbasket buyout,online grocer bigbasket entered day exclusivity agreement retail giant amazon period discussions potential acquisition according reports agreement mandates amazon sole contender acquire bigbasket month period bigbasket free look financial investments
Instagram,03:41.2,744,132,20,32.2,student freed north korea severe brain injury,student otto warmbier freed north korea recently held months suffered extensive loss tissue regions brain according doctors warmbier state unresponsive wakefulness added warmbier allegedly given sleeping pill coma year
Facebook,30:04.9,288,55,147,83.62,pm modi meets fishermen affected cyclone ockhi,prime minister narendra modi tuesday met fishermen affected cyclone ockhi tamil nadus kanyakumari visited coastal villages ravaged cyclone lakshadweep keralas thiruvananthapuram damaged properties hundreds fishermen reported died missing ockhi struck southern coast november
Facebook,07:37.9,193,113,34,17.56,world nadal th man reach grand slam semifinals,world number rafael nadal defeated americas frances tiafoe quarterfinals australian open tuesday yearold fourth man reach grand slam semifinals roger federer novak djokovic jimmy connors nadal face yearold stefanos tsitsipas knocked federer roundof
Instagram,45:50.0,758,162,492,84.96,indian army chiefs comments unconstructive china,indian army chief general bipin rawat said country shift focus border pakistan china chinese foreign ministry called rawats comments unconstructive remarks conform efforts sides improve develop bilateral relations ministry added
Twitter,12:54.1,863,129,299,45.01,taking jibe ncp sp supremos sharad pawar mulayam singh yadav maharashtra cm devendra fadnavis said dream prime minister post let remain chief minister said asked students iitbombay wanted pm,mumbai dec taking dig ncp president sharad pawar maharashtra chief minister devendra fadnavis today said harbour ambitions prime minister job aspirations wish prime minister fulfilled case sharad pawar mulayam singh yadav let remain chief minister fadnavis said interaction iitbombay students answering question student wanted prime minister hadinsightful interaction young bright minds arnab goswami iit bombays mood indigo fadnavis tweeted later suggested students pleased recruit iitians work government said demonetisation major steps end corruption result process money got deposited banks making traceable said
LinkedIn,17:18.6,930,36,377,36.8,rupee rises twoweek high dollar,indian rupee rose twoweek high dollar early trade wednesday local currency declined far year making asias worstperforming currency notably foreign investors sold billion billion domestic equity debt markets respectively year
Twitter,27:03.0,647,57,372,43.6,sikkims pakyong indias th functional airport,pakyong airport sikkim set indias th operational airport commissioned june minister state civil aviation jayant sinha said wednesday governments regional connectivity scheme spicejet given permission fly pakyong kolkata sikkim state country airport
Twitter,51:47.1,232,40,249,12.31,sensex surges points rbi governor appointment,indian benchmark index sensex rallied points wednesday government appointed shaktikanta das governor reserve bank india rbi just day urjit patel resigned sensex closed clocking best twoday rally october broader nifty index ended points higher
Instagram,02:34.5,962,90,54,77.89,pics johar janhvi khushi sonams mehendi ceremony,filmmaker karan johar janhvi kapoor arjun kapoor khushi kapoor seen attending sonam kapoors mehendi ceremony picture shows sonam husbandtobe anand ahuja picture shows cousins khushi kapoor shanaya kapoor mehendi hands kirron kher siddhanth kapoor mohit marwah seen ceremony
LinkedIn,56:36.9,765,14,144,22.52,indian railways redevelop major stations,indian railways plans redevelop category stations private participation railways minister suresh prabhu said stations generally located major cities important tourist destinations prabhu said cost redevelopment met leveraging commercial development spare railway landair space station
Facebook,10:15.9,386,89,229,45.65,hc orders cognizant pay crore tax dispute case,madras high court asked cognizant technology solutions deposit crore crore demanded income tax department ordered unfreezing bank account facilitate payment department frozen bank accounts claiming cognizant paid crore dividend distribution tax share buyback overseas shareholders
Facebook,14:34.4,160,135,130,13.98,pay crore refund investors sc supertech,supreme court monday directed real estate firm supertech deposit crore refunding money investors wanted opt emerald towers project noida supertech told court paid crore investors adding depositing crore
Instagram,19:25.2,930,167,398,67.74,barca liverpool express solidarity kerala flood victims,football clubs including spains fc barcelona englands liverpool fc expressed solidarity victims kerala floods posts social media fc barcelona expresses condolences families victims floods india offers support affected read barcelonas facebook post
Facebook,57:11.9,498,191,256,63.17,deepika padukone named indian star imdb,actress deepika padukone named indian star global film tv website imdb stars indian cinema list based imdbs starmeter stats page views released tuesday shah rukh khan second list followed aamir khan aishwarya rai bachchan
Facebook,08:30.6,924,70,244,25.2,hdfc bank profit crore september quarter,private sector lender hdfc bank tuesday reported yearonyear increase september quarter profit crore banks net income quarter rose yearonyear crore percentage total loans gross bad loans rose compared previous quarter
Instagram,29:29.5,820,78,134,32.63,cat hair help identify woman mailed explosives obama,person mailed improvised explosive device president barack obama identified texas woman cat hair package matched cats owned indicted counts including transportation explosives intent kill injure sentenced life imprisonment death
Instagram,36:47.9,470,191,464,45.79,sc rejects plea bail ryan school trustees,supreme court monday dismissed petition filed father ryan international school murder victim pradyuman thakur challenging anticipatory bail granted trustees school comes punjab haryana high court granted bail ryan international group ceo ryan pinto founder augustine pinto managing director grace pinto month
Twitter,16:50.5,891,98,193,43.27,india threat govt promotes hatred rahul bahrain,addressing indian diaspora bahrain congress president rahul gandhi monday said india threat government converting anger unemployed youth hatred communities stating country witnessing tremendous unrest sought nri communitys support transforming india congress defeat bjp elections added
Twitter,29:40.4,422,151,375,21.08,google build new undersea cables,google announced construction new undersea cables help expand cloud business curie cable connect chile los angeles havfrue cable connect denmark ireland hong kongguam cable interconnect subsea communication hubs asia google estimates network delivers worldwide internet traffic
Instagram,35:57.8,293,115,36,16.73,bjp incharge trolls rahul twitter post dog,reacting congress vicepresident rahul gandhis post pet dog bjp incharge amit malviya posted morphed poster akshay kumars upcoming movie padman gandhis facenthe tweet captioned pidi lao congress bachao gandhis post earlier sunday read people asking tweets guyim coming cleanits mepidiim way cooler
Instagram,05:49.7,718,198,449,104.6,cbse defends keeping history math board exams,defending decision scheduling class history mathematics board examinations consecutive days cbse said date sheet decided taking consideration number factors including competitive exams board faced criticism parents students teachers scheduled history exam march followed mathematics march
LinkedIn,55:49.9,356,38,312,18.75,university uses harry potter teach philosophy,university state minnesota using harry potter novels teach students ethics love human soul nature novels provide understandable examples philosophical concepts difficult comprehend students said university considered teaching philosophy pieces pop culture including hbo series game thrones
Instagram,45:34.9,252,199,474,39.58,felt fell sky mamata ndas prez candidate,expressing surprise ndas decision nominate ram nath kovind presidential candidate west bengal cm mamata banerjee said felt fell sky adding questioning credibility mamata said order support know person heard dont know
Twitter,17:10.7,755,199,199,111.94,gurugram rape victim shot dead withdrawing case,man working night club bouncer allegedly shot dead yearold woman saturday withdrawing rape case filed woman working accused night club shot just hours record statement court police said
Twitter,44:49.4,529,13,222,17.15,rahul drops digvijaya singh congress working committee,congress president rahul gandhi dropped veteran leaders digvijaya singh janardan dwivedi new congress working committee cwc partys highest decisionmaking body new cwc includes members permanent invitees special invitees new cwc includes party chief sonia gandhi pm dr manmohan singh members
LinkedIn,27:00.9,824,161,390,27.61,player born liver chest helped switzerland reach world cup,defender ricardo rodrguez helped switzerland qualify world cup scoring goal playoff born stomach liver chest yearold underwent surgery soon born given chance survival checkup months years
Twitter,18:01.4,4,171,382,22.04,virat kohli declared fit play ipl,royal challengers bangalore captain virat kohli declared fit play upcoming matches indian premier league bccis medical team reassessed fitness declared match fit rcbs match mumbai indians friday kohli suffered shoulder injury ranchi test australia month action
Twitter,23:12.6,50,131,359,14.86,dead feet high garbage heap collapses delhi,people died foot heap garbage caved delhis ghazipur landfill site friday according reports vehicles swept canal garbage spilled nearby road ndrf team deployed site people reportedly rescued
Facebook,57:23.6,731,149,388,51.9,bhansali launch jaaved jaaferis son meezan bollywood,filmmaker sanjay leela bhansali launch actor jaaved jaaferis son meezan bollywood meezan assisted bhansali film bajirao mastani said chosen auditioning role bhansali reportedly coproducing film bhansali productions directed mangesh hadawale known directing marathi film tingya
Instagram,55:44.8,903,135,336,52.14,human umbilical cord blood improves old mices memory study,scientists protein human umbilical cord blood improved learning memory ageing mice study certain genes linked making new memories turned mice injected blood scientists warned findings did imply elderly humans experience effects
Facebook,44:12.9,285,130,305,77.42,japan launches worlds smallest rocket carry satellite,japan aerospace exploration agency claimed set new spaceflight record launching smallest rocket carry satellite orbit ss sounding rocket carried threeunit microsatellite measuring inches length weighing kgs launch came agencys tiny experimental rocket failed reach orbit year
Facebook,38:29.9,511,88,173,39.86,dont want children play tennis roger federer,swiss tennis star time grand slam champion roger federer says does want sets twins follow footsteps play tennis asked support parent federer said idea theyre going know ill incredibly supportive
LinkedIn,26:08.8,713,19,88,46.43,byjus indias th valuable startup bn,edtech startup byjus reportedly raising million funding valuation billion make indias fourth valuable startup currently digital payments company paytm cab aggregator ola budget hotel chain oyo rooms valuable startups country earlier reports said byjus raise million billion valuation
Instagram,31:27.4,683,87,223,149.55,indianorigin man jailed hoax bomb exspore pms house,yearold indianorigin man jailed months singapore hoax bomb house singapore prime minister lee kuan yew ganesan singaravel drank alcohol till early morning hoax police pleaded guilty offence telecommunications act
Twitter,24:26.0,383,34,121,11.18,chinese animal trainer slammed putting lipstick whale,animal trainer filmed putting red lipstick beluga whale north china criticised actions internet users called animal abuse trainer heard telling whale getting prettier applying lipstick animal rights organisation peta local authorities investigating incident
Twitter,44:40.4,604,89,370,38.49,friends like trump needs enemies european council,slamming president donald trumps latest decisions european council president donald tusk said friends like trump needs enemies thanks got rid illusions tusk added comes amid tensions eu trade disagreements iran nuclear deal embassys relocation jerusalem
Instagram,17:46.9,86,25,142,8.08,officials face action criticise raj govt online,vasundhara rajeled rajasthan government issued circular warning state officials criticising policies decisions social media states disciplinary action taken employees adhere government directive messages baseless aimed tarnishing image senior officials government circular read
LinkedIn,12:04.7,110,61,394,16.69,bluru girls catch flasher plan court,students bengalurus mount carmel saturday caught hold man flashing dragged nearby police station registered complaint accused allegedly flashed girls multiple occasions students filed complaint plan court
Twitter,09:27.8,437,94,440,21.33,british american tobacco probe bribery claims,uk tobacco company british american tobacco bat investigated fraud office sfo allegations involvement bribery corruption africa bat denied allegations whistleblower handed multiple documents sfo bat said cooperating uk authorities campaigners urging government act
Facebook,47:39.4,184,171,146,10.84,envoy evacuated camp south sudan amid protests,ambassador nikki haley evacuated camp displaced persons south sudan wednesday protests president salva kiir security agents deemed area longer secure years south sudan facing civil war left tens thousands people dead millions displaced
Facebook,36:06.9,469,65,459,19.87,aamir khan starrer secret superstar hits theatres,aamir khan zaira wasim starrer secret superstar ask isnt exceptional storytelling wrote hindustan times ht times india toi said makes movie stand adventurous narrative firstpost called film thoroughly rewarding cinematic experience rated ht firstpost toi
Facebook,41:55.3,719,199,92,61.47,snapdeal missed funding twice investors rift report,snapdeal missed funding offers months rift investors board according reports snapdeals early investors kalaari capital nexus venture partners snapdeals largest shareholder softbank softbank offered invest snapdeal half valuation kalaari nexus refused
Twitter,25:36.4,175,158,163,17.46,fabric coating claims thwart chemical weapons save lives,group usbased scientists claim developed way adhere lightweight coating fabrics neutralise harmful skinpermeating chemicals team used metalorganic framework mof porous structures large surface areas absorb vast amounts gases mofcoated fabric deactivated sarin gaslike agent minutes suggesting use protective clothing
LinkedIn,49:26.7,611,185,470,30.38,sports doping criminal offence china report,chinese athletes use performanceenhancing drugs receive criminal punishments jail terms year state media reported friday world really antidoping taking concrete measures fight doping director chinas sports administration said
Twitter,34:51.9,504,115,153,38.89,dont compare gold chak india akshay kumar,akshay kumar upcoming film gold based indias olympic medal free nation asked compare film shah rukh khans chak india frivolous think like compete film added shah rukh played role womens hockey team coach chak india
LinkedIn,01:21.2,290,126,482,49.64,employees sexually harassed past years,onethird united nations employees sexually harassed work past years according findings survey misconduct respondents said touched ways feel uncomfortable people said took action experiencing sexual harassment
Facebook,31:06.0,489,29,217,73.35,pujara smashes hundreds away test series nd time,team india batsman cheteshwar pujara smashed th test second ongoing fourmatch series test melbourne thursday second time career pujara hit multiple hundreds away test series innings yearold reached away runs test cricket
Twitter,50:55.5,161,130,239,18.96,cabin crew kochicolombo srilankan airlines flight extinguished midflight suspected caused phone overhead locker crew bag water failing stop smoke extinguisher investigation crew lithium battery pack mobile phones,crew sri lankan airlines plane carrying passengers extinguished midflight triggered mobile phone battery overhead locker carrier said mondaythe airline said major incident averted quickthinking attendants flight sunday kochi colombosmoke detected shortly meal service minute flight saidthe smoke came overhead bin airline added thanking crew averting major incident crew suspected lithium battery luggage water failing stop smoke extinguisher airline statement saidthe situation successfully contained bag ceased emit smoke statement said investigation crew lithium battery pack mobile phones bagthe airline did make model battery phones involved said investigation underway incident airbus aircraftno hurt october carrier joined airlines banning samsung note phones flights fearing spontaneous combustion
LinkedIn,10:51.3,905,62,0,88.88,people missing educated pm like manmohan singh kejriwal,slamming pm narendra modi delhi cm arvind kejriwal thursday tweeted people missing educated pm like dr manmohan singh alongside report falling value rupee kejriwal repeatedly questioned authenticity pm modis educational qualification notably singh completed phd oxford university professor delhi school economics
Facebook,53:17.0,665,89,163,27.49,blast key india project nepal ahead pm modi visit,bomb blast occurred sunday indiadeveloped project nepal days pm narendra modi scheduled inaugurate india providing crore aruniii reportedly largest hydroelectricity project undertaken nepal injured explosion officials said wall building damaged
LinkedIn,27:06.4,232,151,47,27.35,navy decommissions tum aircraft yrs service,years service indian navy wednesday gave ceremonial farewell tum aircraft ins rajali tamil nadu maritime reconnaissance airborne antisubmarine warfare aircraft participated various missions including operation cactus maldives operation vijay squadron replaced boeing pi aircraft
LinkedIn,47:48.3,439,27,347,16.68,cities china wealthy countries,cities china gdp equivalent entire country according visual capitalist study gdp billion shanghais economy compared philippines beijings economy big economy uae chinas yangtze river delta economically big italy
Facebook,19:58.5,629,68,56,38.13,alibaba singles day sales hit billion minutes,ecommerce giant alibaba saw singles day sales hit billion just minutes sale started midnight alibaba vice chairman joseph tsai said rising disposable incomes chinas million middleclass consumers helping increasing firms online sales alibaba recorded sales billion platform years singles day
Instagram,21:50.3,429,148,450,152.83,judi dench ali fazals victoria abdul hits theatres,judi dench ali fazal starrer hollywood film victoria abdul released friday shameful attempt normalise evil wrote hindustan times ndtv wrote complexities colonial oppression film firstpost called missed opportunity piece entertainment victoria abdul rated ht ndtv firstpost
Twitter,04:43.3,130,85,146,7.5,people banned entering sea dakshina kannada beaches,karnataka authorities banned people entering sea beaches dakshina kannada district till augustend dangerous high tides harsh water comes tourists drowned beaches region month people violating ban booked disobedience public servant police officials said
Instagram,25:50.1,825,164,26,46.95,umpires failed notice ball overs odi,odi match held september west indies pakistan toronto featured overs seven legitimate deliveries steve dunne david orchard officiating match failed spot extra deliveries dunne overlooked overs instances extra ball occurring west indies bowling
Facebook,57:08.3,853,15,190,99.62,shikhar posts picture dhonis family,shikhar dhawan shared picture ongoing west indies tour featuring family captain ms dhonis photo features dhoni wife sakshi daughter ziva dhawan wife ayesha son zoravar caption reads antigualove kids smiling playing d morning brings smile everyones face msdhoni
Facebook,58:09.9,753,36,19,146.91,difference defence dealings dealing defence sitharaman,speaking lok sabha debate rafale deal defence minister nirmala sitharaman said difference defence dealings dealing defence deal defence national security priority congress failed bring single aircraft upas tenure fighter jets come india sitharaman added
Facebook,27:01.1,356,193,81,17.27,people film industry bull arjun rampal,actor arjun rampal said feels like bull thats people film industry added going thats enjoy doing arjun said failures good reality check good grounded learns failures
Facebook,09:37.7,541,45,76,14.18,dalit man murdered tamil nadu breaking plastic tap,dalit man murdered tamil nadu allegedly men breaking plastic tap field taken marketplace people beat field murdered attackers reportedly abused deceased intercaste marriage police custody
LinkedIn,16:07.0,449,157,139,17.67,james bond actor sir roger moore passes away,sir roger moore known portraying fictional british spy james bond films passed away age tuesday moores family stated passed away switzerland short brave battle cancer moore starred bond seven films released including octopussy man golden gun
Instagram,31:29.0,684,99,30,22.41,tencent chairman ma huateng chinas richest person,ma huateng chairman chinese internet giant tencent countrys richest man overtaking ecommerce major alibabas founder jack ma monday marked time ranked china gain share price tencent added nearly billion ma huatengs fortune stood estimated billion
Instagram,00:26.2,881,191,440,48.32,trailer rishi pareshs patel ki punjabi shaadi,trailer upcoming comedy drama patel ki punjabi shaadi starring actors rishi kapoor paresh rawal released film stars vir das actress payal ghosh written directed sanjay chhel patel ki punjabi shaadi scheduled release september
LinkedIn,05:35.7,570,14,387,78.56,lalu prasad yadav sentenced years fodder scam case,special cbi court today sentenced rashtriya janata dal chief lalu prasad yadav convicts years jail lakh fodder scam case court imposed fine lakh convicts scam exposed leading yadavs resignation bihar cm
Facebook,29:36.9,382,179,406,26.93,buffett calls gold cryptocurrencies nonproductive assets,speaking berkshire hathaways annual meeting saturday billionaire chairman warren buffett called gold cryptocurrencies like bitcoin nonproductive assets buffett said value cryptocurrencies depends wanting buy money cryptocurrencies draw lot charlatans people stellar character added
Instagram,42:31.8,22,13,258,17.15,calls trump like sausages french prez macron,comparing calls president donald trump sausages french president emmanuel macron said better explain whats inside quoting prussian statesman otto von bismarck macron added explained people sausages unlikely theyd eat earlier reports claimed phone macron trump week terrible
Instagram,40:01.8,413,139,408,71.8,lalu wants hospital ward changed barking dogs,jailed rjd chief lalu prasad yadav requested ranchis rims hospital admitted change ward citing barking dogs poor hygiene aide bhola yadav said postmortem house nearby attracts stray dogs constant barking affects sleep bhola added requested shift newlybuilt ward comparatively cleaner
LinkedIn,11:54.9,759,134,41,79.69,arsenal win wengers th pl match man utd beat spurs,arsenal scored goals seven minutes secondhalf register comeback win swansea premier league saturday arsenal manager arsene wenger second manager sir alex ferguson manage premier league matches french forward anthony martials late goal helped manchester united beat tottenham old trafford
Twitter,47:34.4,761,22,82,18.23,india selectors salary hike chief paid crore,supreme courtappointed bccis committee administrators approved pay hike team indias selectors chairman earning annual salary crore lakh selection committee members receive lakh annum lakh women selection committee members lakh chief earn lakh
LinkedIn,47:31.1,212,10,320,19.25,nasa creates coldest known place universe space station,nasa created coldest known place universe inside nasas cold atom laboratory cal international space station researchers successfully produced clouds ultracold atoms reach fraction degree absolute zero temperature launched cal producing ultracold atoms daily study atoms vacuum nasa said
Instagram,35:32.1,979,14,153,44.11,look rajinikanth freshworks founder girish,girish mathrubootham cofounder ceo chennaibased freshworks recently joined indias unicorn club billion valuation said look thalaiva rajinikanth lot values really admire humility added mathrubootham said takes inspiration amazon founder jeff bezos entrepreneurial point view
Twitter,33:50.9,164,11,338,11.08,mera booth sabse mazboot motto pm bjp workers,prime minister narendra modi today said motto bjp worker mera booth sabse mazboot booth strongest pm modi interacting party workers namo app said bjp owes victory boothlevel members added wind blowing favour bjp stronger
Facebook,01:23.8,505,88,355,20.16,flyer held smuggling steroids gold worth l delhi,passenger arrested delhi airport allegedly trying smuggle gold steroids worth lakh country according official statement issued today accused intercepted arrival bangkok air india flight tuesday statement added
LinkedIn,10:18.5,372,87,3,13.58,workers killed trapped china coal accident,workers killed trapped inside coal rock burst destroyed water drainage tunnel chinas shandong province saturday chinese state media said people working underground time accident lifted safety according reports
Facebook,29:17.7,342,4,39,9.48,amazon spent cr founder jeff bezos security year,american ecommerce major amazon spent crore security founder ceo jeff bezos year according companys filings money spent security addition amazon facilities available people associated company amazon called bezos security expenses reasonable citing similar spent security
LinkedIn,33:13.7,997,105,24,29.84,id love play anarkali mughaleazams remade katrina,katrina kaif said love play role anarkali mughaleazam film gets remake added theres rethink remaking classic loved mughaleazam katrina said loves watching old hindi films favourite ones old classics
LinkedIn,25:25.9,460,188,166,41.53,people dont want woman having opinion vidya,vidya balan said people dont want woman having opinion intelligent threat status quo perception actress youre expected seen desirable desirable women arent intelligent articulate progressive added vidya said angry goddesses need answers
Facebook,35:48.6,716,129,499,39.24,men opened home damaged car aap councillor,aap municipal councillor jitendra kumar claimed men opened outside house thursday damaging car bikes calling attack politically motivated kumar said family locked inside rooms police said attack followed earlier altercation locals delhi cm arvind kejriwal tweeted going delhi
Instagram,29:30.3,237,183,104,16.38,kg cocaine worth crore seized spain,spanish police seized kg cocaine hidden inside fireresistant bricks twoyear investigation international drug smuggling operation run person identified grandmother estimated value cocaine million crore police seized crore buildings vehicles raids
Instagram,57:40.1,843,84,63,63.5,ashamed stressed assets banking sector uday kotak,indias richest banker uday kotak said ashamed problem stressed assets banking sector embarrassment let grass grow feet added claiming problem stressed assets recognised late said exploded larger
Twitter,38:44.7,639,36,267,42.51,read chetan bhagat book life arjun kapoor,arjun kapoor worked films adapted chetan bhagats novels said read book author life added faced problem working states half girlfriend scripts substantial understand character chetan kept characters essence scripts
Twitter,40:17.1,341,24,201,97.59,federer ultimate favorite defying logic kohli,indian cricket team captain virat kohli said time grand slam champion roger federer ultimate favorite priorities set takes time game worrying criticism wins grand slams defying logic totally love kohli added
Twitter,22:31.0,841,81,307,58.36,clarity replaced anarchy governance years pm modi,addressing public rally odishas cuttack saturday prime minister narendra modi said clarity commitment replaced anarchy confusion indian governance years bjpled nda government indians come believe india change today nation going kala dhan black money jan dhan peoples wealth added
LinkedIn,20:10.6,120,133,196,10.28,democrat gives record hourlong speech dreamers,democrat nancy pelosi wednesday gave eighthourlong speech demanding vote immigration protection dreamers immigrants brought illegally children address longest speech delivered house representatives pelosi delivered speech wearing fourinchheels forgoing breaks sipping water
Twitter,09:25.1,174,68,54,26.57,whatsapp officers extract cash delhi dy cm traders,delhi deputy cm manish sisodia friday told traders contact directly whatsapp number officer conducts raid tries extract money festivals claiming let said officers given instructions conduct raids traders offices residences till diwali
Twitter,31:59.1,166,161,270,22.34,priyanka host mumbai wedding reception dec reports,priyanka chopra nick jonas hosting wedding reception mumbai december reports couple got married december umaid bhawan palace jodhpur hosted reception delhis taj palace hotel tuesday priyanka nick got married christian hindu rituals
Facebook,07:23.7,614,57,312,26.35,customer wins cr govt lottery k digital transaction,central bank india customer won crore mega prize governments lucky draw scheme popularise digital payments making digital transaction worth draw second prize lakh prize lakh winners names declared draw displayed transaction numbers
Instagram,07:55.0,590,144,55,25.81,vc wants army tank jnu nationalism students,jawaharlal nehru universitys vicechancellor m jagadesh kumar requested government army tank campus instill feeling nationalism students tank remind students great sacrifices valour indian army kumar said speaking celebration kargil vijay divas campus
Instagram,12:27.3,213,25,169,22.89,wheels justice moved badal sajjan kumar verdict,hailing delhi high courts verdict convicting congress leader sajjan kumar antisikh riots union minister harsimrat kaur badal said wheels justice finally moved sajjan kumar today jagdish tytler tomorrow kamal nath eventually gandhi family added accused congress protecting massacre years
Facebook,12:15.6,504,105,203,16.69,history wont forgive bjp greed jk shiv sena,days bjp broke alliance pdp jammu kashmir government shiv sena claimed history forgive party greed said bjp opted power kashmir spreading anarchy valley added situation deteriorated extent jawans lost lives
Twitter,29:29.8,697,161,187,51.25,summer long heatwave temps rise c study,summer parts world long heatwave global temperature rise just c preindustrial levels australiabased research study c warming likely extra heatwave days researchers pointed need act limiting temperature rise humancaused climate change
LinkedIn,05:08.0,433,99,204,38.19,humans step foot moon left items,humans land moon neil armstrong buzz aldrin left items including tools space gear human waste plaque inscribed men planet earth set foot moon spending hours lunar surface astronauts returned earth july
Twitter,03:14.9,184,15,226,35.18,jiah pratyusha committed suicide lived tanushree,tanushree dutta speaking alleged sexual harassment brought references late actresses jiah khan pratyusha banerjee said committed suicide lived added incident spiralled state depression feel deep despair seeing extreme judgementalism country known spiritual richness tanushree said
LinkedIn,28:00.2,617,79,54,80.13,crpf officials reportedly said chhattisgarh police didnt provide intelligence prior sukma naxal attack naxals forewarned villagers venturing homes report stated instructions state police needs crpf strength sukma occasions theres barely said official,elaborate postmortem worst naxal attack burkapal team senior officers crpf feel personnel caught guard sitting ducks sources say crpf team let chhattisgarh police failed provide intelligence antinaxal operations based local intelligence generated state policenaxals informed locals timesenior officials speaking india today condition anonymity said naxals forewarned villagers venturing homes april according senior officials village nearly time fatal ambushthe house tribals hiding spots maoists fired reinforcement team roadneed change predictable pattern crpfanother senior officer said standard operating procedure state police needs cent strength crpf sukma occasions barely police stations maoist hot beds like closest burkapal chintagufa police station inside crpf campus leaving scope generating intelligence high level inquiry underway examining sukma attack senior officials say despite initial setback soldiers fired killed maoists compared march soldiers killed little defence major improvement retaliatory action forces barrage gunfire
Twitter,13:48.1,736,22,433,68.8,bumrah takes wkts post kohlis sa end day,pacer jasprit bumrah took south african wickets second innings hosts ended day centurion test leading india runs earlier day virat kohli slammed runs record overseas centuries indian captain international cricket ab villiers scored nd test
Facebook,01:37.1,453,115,406,95.77,uber driver livestreams riders consent,jason gargac uber driver missouri livestreamed hundreds riders consent video platform twitch according report gargac recorded interior car rides camera allowing followers comment faces passengers uber suspended driver claiming violation rules
Twitter,51:41.3,966,15,222,41.8,world banks kcr project fails decongest mumbai local,world bankfunded mumbai urban transport project mutp aimed decongest mumbais suburban railway network failed yield desired results years world bank report revealed project cost crore failed reduce overcrowding locals decrease travelling time improve punctuality trains report showed
Twitter,49:25.6,179,50,218,23.9,sarpanch thrashes dalit man riding bike near home,village sarpanch madhya pradeshs tikamgarh thrashed dalit man riding motorbike near residence police said police refused register complaint accused senior officials ordered probe video showing sarpanch holding accused hair thrashing surfaced social media
Facebook,50:32.7,224,91,25,17.39,people killed west bengal panchayat poll violence,people killed various incidents violence took place west bengal panchayat elections monday police said union home ministry sought report state government violence trinamools victory assured sheer numbers banerjee wants demolish opposition completely congress leader adhir chowdhury said
LinkedIn,08:29.2,520,21,392,34.83,video shows policeman throwing money dancers,video showing policeman dancing bollywood songs throwing money dancers uttar pradesh recently went viral social media policemen constable officer deployed ensure security visitors local fair suspended police began probe incident
Instagram,30:26.9,926,186,146,160.05,romanian monarch passes away aged,romanias king michael forced abdicate throne soviets abolished monarchy passed away age switzerland tuesday suffering leukaemia skin cancer acceded throne s years old s
Instagram,51:21.5,593,151,446,35.75,need pipeline rbi printing press telecom ambani,reliance communications chairman anil ambani said needs pipeline rbis printing press wireless business said unlimited money ability raise unlimited money wireless telecom sector engulfed people companies added
Twitter,58:30.5,417,144,263,119.25,whatsapp rolls feature delete sent messages report,whatsapp started rolling feature let users delete sent messages according reports called delete available ios android windows operating applicable types messages including pictures gifs videos reports added messages revoked seven minutes sending
LinkedIn,01:32.0,92,48,7,7.84,russian internet giant yandex shows selfdriving car,russian internet giant yandex tuesday showed selfdriving car time car modified toyota prius v fitted multiple sensors artificial intelligence computing algorithms help navigate traffic obstacles road yandex begin public tests car
LinkedIn,05:01.9,21,70,436,38.81,maradona wants meet argentina team doordie match,argentine legend diego maradona requested meeting argentina squad doordie world cup match tuesday maradona said furious upset argentina lost second group match croatia going defend honour worn shirt trampled like croatian team added
Twitter,35:09.9,984,33,331,83.83,faced rejection age anushka sharma,anushka sharma said faced rejection age constantly getting dropped shows picked ad replaced added anushka said tender age judged purely basis look mentally damaging
Facebook,51:36.8,74,129,411,14.78,rohingya refugees entitled fundamental rights owaisi,india majliseittehadul muslimeen president asaduddin owaisi monday said rohingya refugees entitled protection fundamental rights centre filed affidavit supreme court terming rohingyas illegal immigrants calling old propaganda government added affidavit legal leg stand violated constitution
LinkedIn,01:51.1,530,18,174,65.64,man masturbates railway station woman streams live fb,man caught masturbating outside trains womens compartment bandel railway station west bengal women inside train started live session facebook saying days needs proof video reportedly showed man masturbating railway police officials later tried catching seeing woman recording
Twitter,34:08.8,729,125,387,78.3,madonnas adopted son training portugal football champs,singer madonnas adopted son david banda trained portuguese football champions benficas u team week madonna posted picture yearold malawiborn boy instagram captioned champion named best performer juniors singer facilitated davids training club currently working portugal
LinkedIn,36:23.5,273,172,181,28.52,cooperation north korea russia,cooperation russia north korea time periodic exchange views russian spokesman dmitry peskov said saturday president donald trump recently said russian president vladimir putin important help north korea nuclear tensions
Twitter,08:19.2,491,179,16,31.74,schools udaipur directed perform song ghoomar,administrative official rajasthans udaipur directed district education officers make sure performance padmaavats song ghoomar schools colleges republic day programmes just alert notification sent district education officers untoward incident does occur udaipur district collector said
Instagram,56:11.6,218,76,84,10.05,david warner smashes jointfifth fastest ipl,srh captain david warner smashed ball ton jointfifth fastest ipl kkr sunday warner srh player score century ipl chris gayle yusuf pathan david miller adam gilchrist scored ton fewer balls warner ab villiers
Instagram,20:55.8,388,58,32,9.58,fifth boy rescued thai cave operation resumes,rescue workers monday brought fifth boy group soccer coach trapped weeks flooded cave thailand boy reportedly carried stretcher waiting ambulance hours rescue mission resumed boys successfully extracted sunday
